"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/ORM-86702_3.jpg?v=1786445409","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[3]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/ORM-86702_8.jpg?v=1786445409","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[8]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/ORM-86702_4.jpg?v=1786445409","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[4]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/ORM-86702_6.jpg?v=1786445409","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[6]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/ORM-86702_7.jpg?v=1786445408","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[7]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/ORM-86702_5.jpg?v=1786445409","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[5]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/hoop-off-white-honey-orm-867-02","https://offlimits.co.in/cdn/shop/files/s2s_2_85895ab1-cf71-4853-9a43-18585e6dc574.png?v=1786445436","HOOP - OFF WHITE/HONEY","22","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8200474427485']/div/div/div[1]/div/div/div[1]/div[10]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/s2s_2_85895ab1-cf71-4853-9a43-18585e6dc574.png?v=1786445436","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[10]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_9001_a62d670b-0e32-45a9-8e35-098a55572636.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[4]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_8998_3.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[1]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_9007_fa8a346c-dd27-4f0b-a470-1bdd80f0d421.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[8]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_9006_98393d3e-4bb7-46cf-aaab-b06520d18040.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[6]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_9003_6720fec7-494e-4386-aee6-926ada3f2a40.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[5]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_9000_2cc8b25d-7a83-4e58-9e50-0da9e26b0589.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[2]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_9000_2.jpg?v=1786965891","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[3]/div/noscript/img","Content","HTML","","",""
"Image","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-blue-ocm-915-12","https://offlimits.co.in/cdn/shop/files/DSC_8998_dea74428-429a-467e-8d7f-736c81347ac2.jpg?v=1786965890","ROGER SELECT - BLUE","19","Protocol-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div/div[1]/div[@id='product-8204884508765']/div/div/div[1]/div/div/div[1]/div[7]/div/noscript/img","Content","HTML","","",""
